Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
"Thailand ",2010,64.1,45.0,N/A,35.0,74.7,89.8,N/A,70.7,73.6,66.4,75.9,40.0,70.0
Timor-Leste,2010,45.8,20.0,N/A,22.0,64.7,54.1,N/A,46.2,65.6,72.5,73.0,20.0,20.0
Tonga,2010,53.4,20.0,N/A,24.0,82.8,70.8,N/A,78.2,93.7,63.5,56.2,25.0,20.0
Turkmenistan,2010,42.5,10.0,N/A,18.0,90.2,94.7,N/A,30.0,30.0,62.8,79.2,0.0,10.0
Uzbekistan,2010,47.5,20.0,N/A,18.0,88.4,72.6,N/A,67.8,61.1,62.4,65.1,10.0,10.0
Vanuatu,2010,56.4,40.0,N/A,29.0,94.9,84.3,N/A,68.7,55.0,76.8,55.1,20.0,40.0
Vietnam,2010,49.8,15.0,N/A,27.0,76.1,73.4,N/A,60.7,68.4,58.1,68.9,20.0,30.0
Afghanistan,2009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2009,82.6,90.0,N/A,86.0,61.4,64.3,N/A,90.5,94.7,84.7,84.8,80.0,90.0
"Bangladesh ",2009,47.5,25.0,N/A,20.0,72.8,94.2,N/A,62.9,52.3,67.3,40.2,20.0,20.0
Bhutan,2009,57.7,60.0,N/A,50.0,83.6,58.3,N/A,61.7,85.8,75.9,42.0,30.0,30.0
Burma,2009,37.7,5.0,N/A,14.0,81.8,98.5,N/A,20.0,20.0,45.3,72.2,10.0,10.0
Cambodia,2009,56.6,30.0,N/A,20.0,91.4,94.5,N/A,42.7,44.5,80.0,63.4,50.0,50.0
China,2009,53.2,20.0,N/A,35.0,70.6,88.9,N/A,51.6,61.8,72.9,71.4,30.0,30.0
Fiji,2009,61.0,30.0,N/A,40.0,76.0,76.0,N/A,66.0,84.8,77.3,69.6,30.0,60.0
Hong Kong,2009,90.0,90.0,N/A,83.0,93.4,93.1,N/A,92.7,86.3,86.2,95.0,90.0,90.0
India,2009,54.4,50.0,N/A,35.0,73.8,77.8,N/A,54.4,62.3,69.3,51.0,30.0,40.0
Indonesia,2009,53.4,30.0,N/A,23.0,77.5,88.0,N/A,46.7,50.9,71.6,76.4,30.0,40.0
Japan,2009,72.8,70.0,N/A,75.0,67.5,61.1,N/A,85.8,82.5,93.6,82.0,60.0,50.0
Kazakhstan,2009,60.1,25.0,N/A,21.0,82.8,87.5,N/A,57.9,80.5,70.0,86.2,30.0,60.0
Kiribati,2009,45.7,30.0,N/A,33.0,42.2,0.0,N/A,62.5,85.6,88.7,55.0,30.0,30.0
"Kyrgyz Republic ",2009,61.8,25.0,N/A,21.0,93.4,74.9,N/A,75.3,69.5,71.5,87.6,50.0,50.0
Laos,2009,50.4,10.0,N/A,19.0,70.6,89.7,N/A,59.5,63.5,75.4,66.4,30.0,20.0
Macau,2009,72.0,60.0,N/A,57.0,79.3,93.2,N/A,60.0,60.0,80.3,90.0,70.0,70.0
"Malaysia ",2009,64.6,50.0,N/A,51.0,83.0,81.4,N/A,70.8,71.5,79.9,78.2,40.0,40.0
Maldives,2009,51.3,30.0,N/A,33.0,95.8,0.0,N/A,83.2,90.1,76.5,44.0,30.0,30.0
Micronesia,2009,51.7,30.0,N/A,30.0,97.4,0.0,N/A,59.8,82.3,76.7,81.0,30.0,30.0
Mongolia,2009,62.8,30.0,N/A,30.0,81.3,69.9,N/A,71.0,67.7,76.7,81.2,60.0,60.0
Nepal,2009,53.2,30.0,N/A,25.0,86.3,91.0,N/A,60.5,46.9,78.7,63.2,20.0,30.0
New Zealand,2009,82.0,95.0,N/A,94.0,62.5,49.6,N/A,99.9,89.6,84.6,84.6,80.0,80.0
North Korea,2009,2.0,5.0,N/A,5.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,10.0,0.0
"Pakistan ",2009,57.0,30.0,N/A,24.0,80.4,90.7,N/A,72.5,54.5,72.2,65.6,40.0,40.0
Papua New Guinea,2009,54.8,20.0,N/A,20.0,67.4,71.0,N/A,60.1,81.1,81.4,87.2,30.0,30.0
Philippines,2009,56.8,30.0,N/A,25.0,75.4,90.8,N/A,49.3,51.4,77.2,78.6,40.0,50.0
Samoa,2009,59.5,60.0,N/A,45.0,86.2,56.2,N/A,61.5,80.2,75.7,70.0,30.0,30.0
Singapore,2009,87.1,90.0,N/A,93.0,91.1,93.8,N/A,98.3,98.1,86.8,90.0,80.0,50.0
Solomon Islands,2009,46.0,30.0,N/A,28.0,68.9,0.0,N/A,67.2,76.3,73.5,66.4,20.0,30.0
South Korea,2009,68.1,70.0,N/A,51.0,70.4,72.5,N/A,90.4,46.4,80.0,70.2,70.0,60.0
Sri Lanka,2009,56.0,40.0,N/A,32.0,73.2,80.5,N/A,73.7,70.8,59.4,71.0,20.0,40.0
Taiwan,2009,69.5,70.0,N/A,57.0,76.2,89.4,N/A,69.5,45.7,82.1,85.2,70.0,50.0
Tajikistan,2009,54.6,30.0,N/A,21.0,89.3,85.9,N/A,45.1,58.7,63.2,82.6,30.0,40.0
"Thailand ",2009,63.0,50.0,N/A,33.0,74.4,90.6,N/A,71.1,76.5,69.0,75.6,30.0,60.0
Timor-Leste,2009,50.5,20.0,N/A,26.0,64.7,84.0,N/A,47.0,66.0,74.1,73.0,30.0,20.0
Tonga,2009,54.1,20.0,N/A,17.0,82.5,58.0,N/A,79.0,99.4,68.9,56.0,40.0,20.0
Turkmenistan,2009,44.2,10.0,N/A,20.0,90.9,93.6,N/A,30.0,30.0,68.0,79.2,10.0,10.0
Uzbekistan,2009,50.5,20.0,N/A,17.0,88.3,68.1,N/A,68.4,64.9,62.6,65.4,30.0,20.0
Vanuatu,2009,58.4,40.0,N/A,31.0,95.3,84.0,N/A,69.0,52.6,78.7,63.0,30.0,40.0
Vietnam,2009,51.0,10.0,N/A,26.0,74.3,77.3,N/A,61.7,70.0,67.0,63.4,30.0,30.0
Afghanistan,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2008,82.2,90.0,N/A,87.0,59.2,62.8,N/A,90.3,95.5,83.7,83.8,80.0,90.0
"Bangladesh ",2008,44.2,25.0,N/A,20.0,84.0,93.2,N/A,56.5,54.5,68.9,0.0,20.0,20.0
Bhutan,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2008,39.5,10.0,N/A,19.0,81.7,97.0,N/A,20.0,20.0,56.5,71.0,10.0,10.0
Cambodia,2008,55.9,30.0,N/A,21.0,91.4,94.2,N/A,43.0,46.3,80.9,52.2,50.0,50.0
China,2008,53.1,20.0,N/A,33.0,66.4,89.7,N/A,50.3,64.8,76.5,70.2,30.0,30.0
Fiji,2008,61.8,30.0,N/A,40.0,74.5,75.3,N/A,69.8,85.0,78.9,74.2,30.0,60.0
Hong Kong,2008,89.7,90.0,N/A,83.0,92.8,93.1,N/A,89.0,86.5,87.2,95.0,90.0,90.0
India,2008,54.1,50.0,N/A,33.0,75.7,73.5,N/A,50.9,66.5,70.3,51.0,40.0,30.0
Indonesia,2008,53.2,30.0,N/A,24.0,77.5,89.7,N/A,49.1,50.3,68.2,73.0,30.0,40.0
Japan,2008,73.0,70.0,N/A,76.0,70.3,56.2,N/A,88.1,85.1,94.3,80.0,60.0,50.0
Kazakhstan,2008,61.1,30.0,N/A,26.0,80.1,84.7,N/A,56.8,85.5,71.9,86.2,30.0,60.0
Kiribati,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2008,61.1,30.0,N/A,22.0,93.9,76.1,N/A,60.7,71.3,75.6,81.4,50.0,50.0
Laos,2008,50.3,10.0,N/A,26.0,71.0,92.1,N/A,60.8,63.4,73.0,57.0,30.0,20.0
Macau,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2008,63.9,50.0,N/A,50.0,82.2,80.8,N/A,69.3,72.1,78.6,76.2,40.0,40.0
Maldives,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2008,63.6,30.0,N/A,28.0,85.0,71.7,N/A,72.2,69.5,78.2,81.4,60.0,60.0
Nepal,2008,54.1,30.0,N/A,25.0,86.5,92.0,N/A,60.9,46.3,78.5,61.4,30.0,30.0
New Zealand,2008,80.7,90.0,N/A,96.0,60.5,56.0,N/A,99.9,90.6,83.7,80.8,70.0,80.0
North Korea,2008,3.0,10.0,N/A,10.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,10.0,0.0
"Pakistan ",2008,55.6,30.0,N/A,22.0,79.1,90.1,N/A,70.8,56.4,72.2,65.2,40.0,30.0
Papua New Guinea,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2008,56.0,30.0,N/A,25.0,75.8,90.2,N/A,53.1,52.9,73.8,78.8,30.0,50.0
Samoa,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2008,87.3,90.0,N/A,94.0,90.3,93.9,N/A,97.8,98.0,88.9,90.0,80.0,50.0
Solomon Islands,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2008,68.6,70.0,N/A,51.0,71.1,77.3,N/A,84.1,56.0,80.0,66.4,70.0,60.0
Sri Lanka,2008,58.4,50.0,N/A,31.0,73.5,81.7,N/A,71.6,71.4,65.4,69.6,30.0,40.0
Taiwan,2008,70.3,70.0,N/A,59.0,75.9,87.8,N/A,70.8,49.2,83.3,86.7,70.0,50.0
Tajikistan,2008,54.4,30.0,N/A,22.0,89.3,84.1,N/A,44.4,60.2,65.8,77.8,30.0,40.0
"Thailand ",2008,62.3,50.0,N/A,36.0,74.7,90.7,N/A,72.2,77.7,66.7,75.2,30.0,50.0
Timor-Leste,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2008,43.4,10.0,N/A,22.0,90.6,85.3,N/A,30.0,30.0,66.4,79.2,10.0,10.0
Uzbekistan,2008,51.9,30.0,N/A,21.0,88.0,68.3,N/A,68.5,66.9,57.5,68.4,30.0,20.0
Vanuatu,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2008,50.4,10.0,N/A,26.0,74.3,78.0,N/A,60.4,65.2,67.4,62.8,30.0,30.0
Afghanistan,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2007,81.1,90.0,N/A,88.0,59.5,62.6,N/A,89.1,93.7,84.8,83.8,70.0,90.0
"Bangladesh ",2007,46.7,30.0,N/A,17.0,84.1,94.0,N/A,59.1,63.8,68.7,0.0,30.0,20.0
Bhutan,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2007,41.0,10.0,N/A,18.0,81.9,98.0,N/A,20.0,20.0,70.1,71.8,10.0,10.0
Cambodia,2007,55.9,30.0,N/A,23.0,91.4,93.3,N/A,43.5,44.3,81.0,52.2,50.0,50.0
China,2007,52.0,20.0,N/A,32.0,66.6,87.0,N/A,46.9,64.2,75.5,68.0,30.0,30.0
Fiji,2007,60.8,30.0,N/A,40.0,75.5,71.0,N/A,70.4,84.7,74.7,71.8,30.0,60.0
Hong Kong,2007,89.9,90.0,N/A,83.0,92.9,91.9,N/A,88.4,86.3,91.6,95.0,90.0,90.0
India,2007,53.9,50.0,N/A,29.0,76.0,71.4,N/A,50.8,63.2,77.2,51.2,40.0,30.0
Indonesia,2007,53.2,30.0,N/A,22.0,77.5,89.1,N/A,48.2,50.1,70.9,74.0,30.0,40.0
Japan,2007,72.7,70.0,N/A,73.0,70.9,58.3,N/A,91.2,83.0,90.9,80.2,60.0,50.0
Kazakhstan,2007,59.6,30.0,N/A,26.0,81.4,83.7,N/A,58.5,84.3,72.9,69.2,30.0,60.0
Kiribati,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2007,60.2,30.0,N/A,23.0,92.7,77.1,N/A,59.9,71.1,77.1,81.4,40.0,50.0
Laos,2007,50.3,10.0,N/A,33.0,70.8,92.8,N/A,52.1,62.5,71.3,60.8,30.0,20.0
Macau,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2007,63.8,50.0,N/A,51.0,81.8,78.9,N/A,67.6,72.0,80.1,76.8,40.0,40.0
Maldives,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2007,60.3,30.0,N/A,30.0,72.8,54.1,N/A,70.8,70.9,74.9,80.0,60.0,60.0
Nepal,2007,54.4,30.0,N/A,25.0,86.6,92.8,N/A,60.7,45.8,81.8,61.4,30.0,30.0
New Zealand,2007,81.4,90.0,N/A,96.0,61.4,56.5,N/A,99.9,92.1,84.6,84.0,70.0,80.0
North Korea,2007,3.0,10.0,N/A,10.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,10.0,0.0
"Pakistan ",2007,57.2,30.0,N/A,21.0,73.0,92.3,N/A,71.6,57.4,72.6,63.6,50.0,40.0
Papua New Guinea,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2007,56.0,30.0,N/A,25.0,76.0,89.5,N/A,53.4,52.6,73.4,79.8,30.0,50.0
Samoa,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2007,87.1,90.0,N/A,94.0,89.5,93.8,N/A,96.7,97.8,89.4,90.0,80.0,50.0
Solomon Islands,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2007,67.8,70.0,N/A,50.0,71.6,76.3,N/A,84.3,57.3,78.9,69.2,70.0,50.0
Sri Lanka,2007,59.4,50.0,N/A,32.0,78.5,83.4,N/A,69.2,68.9,70.4,71.6,30.0,40.0
Taiwan,2007,69.4,70.0,N/A,59.0,77.0,86.8,N/A,71.6,47.2,81.3,81.6,70.0,50.0
Tajikistan,2007,53.6,30.0,N/A,21.0,89.7,87.6,N/A,39.2,60.1,67.0,71.0,30.0,40.0
"Thailand ",2007,63.5,50.0,N/A,38.0,74.8,91.3,N/A,73.0,76.4,77.6,74.2,30.0,50.0
Timor-Leste,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2007,43.0,10.0,N/A,18.0,91.7,85.3,N/A,30.0,30.0,65.9,79.2,10.0,10.0
Uzbekistan,2007,51.5,30.0,N/A,22.0,85.0,69.3,N/A,65.2,66.8,58.6,68.2,30.0,20.0
Vanuatu,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2007,49.8,10.0,N/A,26.0,74.3,78.6,N/A,59.6,66.3,67.5,56.0,30.0,30.0
Afghanistan,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2006,79.9,90.0,N/A,88.0,58.9,62.2,N/A,90.9,86.5,85.0,77.4,70.0,90.0
"Bangladesh ",2006,52.9,30.0,N/A,15.0,84.1,94.4,N/A,58.2,64.2,74.9,48.2,30.0,30.0
Bhutan,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2006,40.0,10.0,N/A,17.0,81.9,97.3,N/A,20.0,20.0,61.4,72.2,10.0,10.0
Cambodia,2006,56.7,30.0,N/A,10.0,91.3,90.9,N/A,43.0,44.2,83.7,53.4,50.0,70.0
China,2006,53.6,30.0,N/A,34.0,70.0,86.0,N/A,43.1,65.2,79.4,68.0,30.0,30.0
Fiji,2006,58.4,30.0,N/A,30.0,76.9,71.9,N/A,70.8,84.8,79.1,60.2,30.0,50.0
Hong Kong,2006,88.6,90.0,N/A,80.0,93.3,87.9,N/A,90.0,86.7,88.3,90.0,90.0,90.0
India,2006,52.2,50.0,N/A,28.0,76.1,74.6,N/A,49.6,62.3,77.6,24.0,50.0,30.0
Indonesia,2006,51.9,30.0,N/A,20.0,77.3,86.0,N/A,46.6,51.0,73.6,74.6,30.0,30.0
Japan,2006,73.3,70.0,N/A,69.0,70.9,58.3,N/A,87.2,84.4,92.5,80.2,70.0,50.0
Kazakhstan,2006,60.2,30.0,N/A,22.0,81.6,83.9,N/A,55.9,85.4,73.6,69.2,30.0,70.0
Kiribati,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2006,61.0,30.0,N/A,22.0,90.0,81.3,N/A,60.7,71.6,77.9,76.4,50.0,50.0
Laos,2006,47.5,10.0,N/A,10.0,70.8,89.4,N/A,51.1,62.5,63.3,58.0,30.0,30.0
Macau,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2006,61.6,50.0,N/A,50.0,81.2,75.1,N/A,68.6,72.2,82.6,76.6,30.0,30.0
Maldives,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2006,62.4,30.0,N/A,30.0,76.9,46.6,N/A,73.3,70.8,79.5,77.0,70.0,70.0
Nepal,2006,53.7,30.0,N/A,28.0,86.6,92.3,N/A,62.4,47.1,77.2,53.8,30.0,30.0
New Zealand,2006,82.0,90.0,N/A,96.0,61.7,54.8,N/A,99.9,92.8,85.6,79.2,70.0,90.0
North Korea,2006,4.0,10.0,N/A,10.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,10.0,10.0
"Pakistan ",2006,57.9,30.0,N/A,21.0,71.4,89.5,N/A,72.2,58.6,77.2,59.0,50.0,50.0
Papua New Guinea,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2006,56.3,30.0,N/A,26.0,75.9,88.9,N/A,53.9,53.1,75.7,79.8,30.0,50.0
Samoa,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2006,88.0,90.0,N/A,93.0,89.5,89.6,N/A,96.9,98.2,88.0,85.0,90.0,60.0
Solomon Islands,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2006,67.5,70.0,N/A,45.0,71.2,77.6,N/A,85.6,57.7,83.1,65.0,70.0,50.0
Sri Lanka,2006,58.7,50.0,N/A,35.0,78.5,83.1,N/A,68.2,68.6,72.5,71.4,30.0,30.0
Taiwan,2006,69.7,70.0,N/A,56.0,75.8,84.0,N/A,73.0,47.3,88.8,81.8,70.0,50.0
Tajikistan,2006,52.6,30.0,N/A,20.0,91.1,89.1,N/A,39.2,60.3,65.1,70.8,30.0,30.0
"Thailand ",2006,63.3,50.0,N/A,36.0,74.9,92.1,N/A,73.8,77.0,80.3,68.4,30.0,50.0
Timor-Leste,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2006,43.8,10.0,N/A,20.0,90.8,88.7,N/A,30.0,30.0,69.4,79.2,10.0,10.0
Uzbekistan,2006,48.7,30.0,N/A,23.0,77.3,52.2,N/A,67.0,67.1,61.8,68.2,30.0,10.0
Vanuatu,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2006,50.5,10.0,N/A,26.0,74.3,74.8,N/A,60.0,67.7,74.2,57.6,30.0,30.0
Afghanistan,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2005,79.0,90.0,N/A,88.0,59.1,60.9,N/A,85.0,85.8,84.0,77.2,70.0,90.0
"Bangladesh ",2005,47.5,30.0,N/A,13.0,84.1,93.4,N/A,40.0,64.1,76.3,34.0,30.0,10.0
Bhutan,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2005,40.5,10.0,N/A,16.0,82.0,97.8,N/A,40.0,20.0,48.2,70.8,10.0,10.0
Cambodia,2005,60.0,30.0,N/A,30.0,91.3,90.4,N/A,55.0,43.9,87.0,52.0,50.0,70.0
China,2005,53.7,30.0,N/A,34.0,67.9,86.0,N/A,55.0,65.0,84.8,54.4,30.0,30.0
Fiji,2005,58.2,30.0,N/A,30.0,78.5,71.5,N/A,70.0,83.6,78.4,60.2,30.0,50.0
Hong Kong,2005,89.5,90.0,N/A,80.0,93.6,89.7,N/A,100.0,86.5,85.1,90.0,90.0,90.0
India,2005,54.2,50.0,N/A,28.0,75.6,76.3,N/A,55.0,61.7,77.4,38.0,50.0,30.0
Indonesia,2005,52.9,30.0,N/A,19.0,77.5,90.0,N/A,55.0,49.1,71.7,77.2,30.0,30.0
Japan,2005,67.3,70.0,N/A,70.0,70.7,57.6,N/A,70.0,83.3,90.6,80.6,50.0,30.0
Kazakhstan,2005,53.9,30.0,N/A,24.0,82.6,85.9,N/A,55.0,82.6,73.9,65.0,10.0,30.0
Kiribati,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2005,56.6,30.0,N/A,21.0,85.1,81.5,N/A,55.0,64.8,78.8,69.4,30.0,50.0
Laos,2005,44.4,10.0,N/A,10.0,70.9,89.8,N/A,40.0,61.3,61.6,60.6,30.0,10.0
Macau,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2005,61.9,50.0,N/A,52.0,80.9,75.3,N/A,70.0,72.0,82.8,75.8,30.0,30.0
Maldives,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2005,59.7,50.0,N/A,43.0,73.6,40.1,N/A,55.0,70.4,87.6,77.0,50.0,50.0
Nepal,2005,51.4,30.0,N/A,10.0,86.6,91.3,N/A,55.0,47.5,77.2,56.4,30.0,30.0
New Zealand,2005,82.3,90.0,N/A,95.0,61.7,55.3,N/A,85.0,91.1,85.8,79.4,90.0,90.0
North Korea,2005,8.0,10.0,N/A,10.0,0.0,0.0,N/A,40.0,0.0,0.0,0.0,10.0,10.0
"Pakistan ",2005,53.3,30.0,N/A,25.0,69.7,89.7,N/A,70.0,59.6,74.0,54.6,30.0,30.0
Papua New Guinea,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2005,54.7,30.0,N/A,25.0,78.0,88.5,N/A,55.0,53.4,77.9,79.4,30.0,30.0
Samoa,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2005,88.6,90.0,N/A,94.0,88.5,89.3,N/A,100.0,98.2,91.4,85.0,90.0,60.0
Solomon Islands,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2005,66.4,70.0,N/A,43.0,69.5,77.8,N/A,70.0,56.6,83.3,73.6,70.0,50.0
Sri Lanka,2005,61.0,50.0,N/A,34.0,78.5,80.6,N/A,70.0,67.6,72.3,76.6,50.0,30.0
Taiwan,2005,71.3,70.0,N/A,57.0,76.3,82.9,N/A,70.0,46.1,91.8,78.4,70.0,70.0
Tajikistan,2005,50.4,30.0,N/A,18.0,84.8,88.9,N/A,55.0,60.3,58.6,68.4,30.0,10.0
"Thailand ",2005,62.5,50.0,N/A,33.0,75.2,90.1,N/A,70.0,76.8,82.3,67.6,30.0,50.0
Timor-Leste,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2005,47.6,10.0,N/A,10.0,89.9,90.8,N/A,55.0,30.0,68.3,81.6,30.0,10.0
Uzbekistan,2005,45.8,30.0,N/A,24.0,73.2,58.5,N/A,40.0,67.1,53.4,71.6,30.0,10.0
Vanuatu,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2005,48.1,10.0,N/A,24.0,74.5,79.1,N/A,40.0,64.1,79.1,50.2,30.0,30.0
Afghanistan,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2004,77.9,90.0,N/A,86.0,59.6,60.5,N/A,85.0,N/A,83.2,77.2,70.0,90.0
"Bangladesh ",2004,50.0,30.0,N/A,12.0,77.2,94.1,N/A,40.0,N/A,78.9,38.0,50.0,30.0
Bhutan,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2004,43.6,10.0,N/A,10.0,81.9,98.7,N/A,40.0,N/A,41.6,70.4,10.0,30.0
Cambodia,2004,61.1,30.0,N/A,30.0,91.4,91.0,N/A,55.0,N/A,80.8,52.0,50.0,70.0
China,2004,52.5,30.0,N/A,35.0,66.4,88.4,N/A,55.0,N/A,86.4,51.4,30.0,30.0
Fiji,2004,58.0,30.0,N/A,30.0,78.3,71.7,N/A,70.0,N/A,81.8,60.2,30.0,70.0
Hong Kong,2004,90.0,90.0,N/A,82.0,93.6,89.5,N/A,100.0,N/A,84.6,90.0,90.0,90.0
India,2004,51.5,50.0,N/A,27.0,74.2,77.1,N/A,55.0,N/A,77.0,23.6,50.0,30.0
Indonesia,2004,52.1,30.0,N/A,19.0,77.5,84.4,N/A,55.0,N/A,68.9,74.2,30.0,30.0
Japan,2004,64.3,70.0,N/A,71.0,62.4,55.1,N/A,70.0,N/A,89.2,80.8,50.0,30.0
Kazakhstan,2004,49.7,30.0,N/A,23.0,77.0,84.1,N/A,55.0,N/A,73.1,65.0,10.0,30.0
Kiribati,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2004,58.0,30.0,N/A,22.0,85.5,84.4,N/A,55.0,N/A,76.2,69.4,50.0,50.0
