Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Turkey,2011,64.2,50.0,N/A,44.0,78.2,83.6,N/A,68.7,39.6,72.7,85.4,70.0,50.0
Ukraine,2011,45.8,30.0,N/A,22.0,77.3,32.9,N/A,47.1,50.0,63.2,85.2,20.0,30.0
United Kingdom,2011,74.5,85.0,N/A,77.0,52.0,32.9,N/A,94.6,71.2,74.9,87.6,90.0,80.0
Albania,2010,66.0,35.0,N/A,34.0,92.6,74.2,N/A,68.0,52.1,78.7,85.8,70.0,70.0
Armenia,2010,69.2,30.0,N/A,29.0,89.3,90.9,N/A,83.4,70.6,72.9,80.5,75.0,70.0
Austria,2010,71.6,90.0,N/A,81.0,51.2,28.8,N/A,73.6,79.1,79.3,87.5,75.0,70.0
Azerbaijan,2010,58.8,20.0,N/A,19.0,79.5,77.5,N/A,74.6,82.5,62.7,77.1,55.0,40.0
Belarus,2010,48.7,20.0,N/A,20.0,85.2,32.0,N/A,72.1,84.8,62.6,80.3,20.0,10.0
Belgium,2010,70.1,80.0,N/A,73.0,42.2,30.0,N/A,92.9,67.1,77.9,87.5,80.0,70.0
Bosnia and Herzegovina,2010,56.2,10.0,N/A,32.0,83.2,28.8,N/A,61.3,61.2,74.7,80.8,70.0,60.0
Bulgaria,2010,62.3,30.0,N/A,36.0,86.3,48.3,N/A,77.8,78.1,69.5,87.4,50.0,60.0
Croatia,2010,59.2,40.0,N/A,44.0,70.3,47.1,N/A,61.5,40.8,75.8,87.8,65.0,60.0
Cyprus,2010,70.9,80.0,N/A,64.0,72.7,44.8,N/A,80.3,61.5,82.9,82.5,70.0,70.0
Czech Republic,2010,69.8,65.0,N/A,52.0,80.1,45.6,N/A,65.5,76.4,75.6,87.5,70.0,80.0
Denmark,2010,77.9,90.0,N/A,93.0,35.9,22.0,N/A,97.9,93.7,79.3,87.5,90.0,90.0
Estonia,2010,74.7,80.0,N/A,66.0,80.2,62.2,N/A,83.1,47.0,71.1,87.5,90.0,80.0
Finland,2010,73.8,90.0,N/A,90.0,65.4,32.9,N/A,95.0,43.8,78.9,87.5,75.0,80.0
France,2010,64.2,80.0,N/A,69.0,51.9,17.9,N/A,86.3,54.7,79.7,82.5,50.0,70.0
Georgia,2010,70.4,40.0,N/A,39.0,89.1,65.3,N/A,87.9,93.7,70.2,89.1,70.0,60.0
Germany,2010,71.1,90.0,N/A,79.0,58.3,41.4,N/A,89.6,39.9,79.9,87.5,85.0,60.0
Greece,2010,62.7,60.0,N/A,47.0,65.9,41.9,N/A,77.4,55.1,77.6,82.5,60.0,60.0
"Hungary ",2010,66.1,65.0,N/A,51.0,68.6,25.9,N/A,76.8,67.6,74.1,87.5,75.0,70.0
Iceland,2010,73.7,90.0,N/A,89.0,75.4,45.8,N/A,93.0,60.8,69.9,87.9,65.0,60.0
Ireland,2010,81.3,90.0,N/A,77.0,71.1,61.8,N/A,92.8,79.0,79.0,87.5,95.0,80.0
Italy,2010,62.7,55.0,N/A,48.0,55.2,31.2,N/A,77.9,58.2,79.0,87.5,75.0,60.0
Latvia,2010,66.2,55.0,N/A,50.0,82.7,57.4,N/A,72.9,59.1,67.0,87.5,80.0,50.0
Liechtenstein,2010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2010,70.3,55.0,N/A,46.0,84.6,63.5,N/A,82.0,58.5,70.8,87.5,75.0,80.0
Luxembourg,2010,75.4,90.0,N/A,83.0,65.9,58.5,N/A,75.1,40.4,78.9,87.5,95.0,80.0
Malta,2010,67.2,80.0,N/A,58.0,62.5,45.6,N/A,70.0,60.0,78.1,87.5,70.0,60.0
Moldova,2010,53.7,40.0,N/A,29.0,85.1,43.0,N/A,70.2,42.7,67.5,79.9,30.0,50.0
Montenegro,2010,63.6,40.0,N/A,34.0,90.0,54.4,N/A,70.1,86.4,73.2,83.2,55.0,50.0
Netherlands,2010,75.0,90.0,N/A,89.0,52.0,38.4,N/A,82.6,59.1,81.0,87.5,90.0,80.0
North Macedonia,2010,65.7,35.0,N/A,36.0,89.3,65.9,N/A,65.2,83.1,79.0,83.3,60.0,60.0
Norway,2010,69.4,90.0,N/A,79.0,50.5,49.8,N/A,88.8,47.1,74.2,89.2,65.0,60.0
Poland,2010,63.2,55.0,N/A,46.0,74.9,46.8,N/A,62.2,61.5,78.1,87.5,60.0,60.0
Portugal,2010,64.4,70.0,N/A,61.0,61.0,37.1,N/A,80.5,37.0,79.7,87.5,70.0,60.0
Romania,2010,64.2,40.0,N/A,38.0,85.8,59.8,N/A,72.5,60.4,73.3,87.5,75.0,50.0
Russia,2010,50.3,25.0,N/A,21.0,82.3,66.5,N/A,52.2,59.6,62.6,68.4,25.0,40.0
"Serbia ",2010,56.9,40.0,N/A,34.0,83.2,41.4,N/A,58.9,72.2,64.5,75.2,50.0,50.0
Slovakia,2010,69.7,55.0,N/A,50.0,84.0,64.5,N/A,72.6,65.1,78.2,87.5,70.0,70.0
Slovenia,2010,64.7,60.0,N/A,67.0,64.0,46.1,N/A,83.3,43.5,76.0,87.5,70.0,50.0
Spain,2010,69.6,70.0,N/A,65.0,58.1,54.8,N/A,75.8,47.3,77.7,87.5,80.0,80.0
Sweden,2010,72.4,95.0,N/A,93.0,36.7,17.3,N/A,95.5,54.9,79.5,87.5,85.0,80.0
Switzerland,2010,81.1,90.0,N/A,90.0,68.2,68.9,N/A,81.2,81.8,81.3,90.0,80.0,80.0
Turkey,2010,63.8,50.0,N/A,46.0,78.1,82.9,N/A,68.9,41.1,70.0,86.4,65.0,50.0
Ukraine,2010,46.4,30.0,N/A,25.0,77.9,41.1,N/A,38.7,57.7,61.2,82.6,20.0,30.0
United Kingdom,2010,76.5,85.0,N/A,77.0,61.8,41.9,N/A,94.9,72.8,73.7,87.5,90.0,80.0
Albania,2009,63.7,30.0,N/A,29.0,92.8,75.6,N/A,67.0,47.2,79.6,75.8,70.0,70.0
Armenia,2009,69.9,35.0,N/A,30.0,90.0,89.7,N/A,83.7,66.3,77.8,86.4,70.0,70.0
Austria,2009,71.2,90.0,N/A,81.0,49.9,27.1,N/A,78.6,78.7,80.9,85.8,70.0,70.0
Azerbaijan,2009,58.0,25.0,N/A,21.0,79.7,77.5,N/A,74.6,87.0,66.3,78.4,30.0,40.0
Belarus,2009,45.0,20.0,N/A,21.0,79.4,30.9,N/A,63.7,70.8,66.8,67.2,20.0,10.0
Belgium,2009,72.1,80.0,N/A,71.0,41.5,28.3,N/A,93.2,70.5,81.0,85.8,90.0,80.0
Bosnia and Herzegovina,2009,53.1,10.0,N/A,33.0,71.8,37.6,N/A,59.9,52.1,79.0,77.2,50.0,60.0
Bulgaria,2009,64.6,30.0,N/A,41.0,86.2,58.7,N/A,73.5,78.4,72.8,85.8,60.0,60.0
Croatia,2009,55.1,30.0,N/A,41.0,68.7,31.7,N/A,59.9,43.4,79.0,87.6,50.0,60.0
Cyprus,2009,70.8,90.0,N/A,53.0,76.6,42.2,N/A,70.0,70.0,85.7,80.8,70.0,70.0
Czech Republic,2009,69.4,70.0,N/A,52.0,80.2,43.0,N/A,65.1,67.8,79.7,85.8,70.0,80.0
Denmark,2009,79.6,95.0,N/A,94.0,35.4,20.4,N/A,99.9,99.4,86.6,85.8,90.0,90.0
Estonia,2009,76.4,90.0,N/A,65.0,81.5,67.3,N/A,75.9,48.5,79.7,85.8,90.0,80.0
Finland,2009,74.5,95.0,N/A,94.0,64.3,28.6,N/A,95.1,44.8,87.4,85.8,70.0,80.0
France,2009,63.3,70.0,N/A,73.0,50.9,14.5,N/A,87.4,54.5,71.7,80.8,60.0,70.0
Georgia,2009,69.8,35.0,N/A,34.0,86.8,74.6,N/A,86.6,99.4,70.9,80.6,70.0,60.0
Germany,2009,70.5,90.0,N/A,78.0,58.5,38.2,N/A,90.3,43.4,80.8,85.8,80.0,60.0
Greece,2009,60.8,50.0,N/A,46.0,66.5,46.3,N/A,78.7,61.2,78.8,80.8,50.0,50.0
"Hungary ",2009,66.8,70.0,N/A,53.0,70.6,19.2,N/A,77.4,68.4,73.8,85.8,80.0,70.0
Iceland,2009,75.9,90.0,N/A,92.0,76.2,44.0,N/A,93.6,59.9,75.3,88.0,70.0,70.0
Ireland,2009,82.2,90.0,N/A,75.0,69.2,64.9,N/A,93.0,79.7,84.3,85.8,90.0,90.0
Italy,2009,61.4,50.0,N/A,52.0,55.8,24.7,N/A,78.7,61.3,80.8,80.8,70.0,60.0
Latvia,2009,66.6,55.0,N/A,48.0,82.3,58.5,N/A,73.8,61.6,71.1,85.8,70.0,60.0
Liechtenstein,2009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2009,70.0,50.0,N/A,48.0,87.6,65.3,N/A,82.4,54.6,75.8,85.8,70.0,80.0
Luxembourg,2009,75.2,90.0,N/A,84.0,66.3,54.4,N/A,76.2,45.1,80.2,85.8,90.0,80.0
Malta,2009,66.1,90.0,N/A,58.0,63.1,41.7,N/A,70.0,60.0,82.7,85.8,50.0,60.0
Moldova,2009,54.9,40.0,N/A,28.0,85.3,51.3,N/A,70.1,45.1,67.6,81.6,30.0,50.0
Montenegro,2009,58.2,40.0,N/A,33.0,89.1,45.3,N/A,68.7,57.2,78.9,80.2,40.0,50.0
Netherlands,2009,77.0,90.0,N/A,90.0,50.9,36.2,N/A,86.5,63.3,87.0,85.8,90.0,90.0
North Macedonia,2009,61.2,30.0,N/A,33.0,89.4,65.1,N/A,58.2,59.8,85.4,81.6,50.0,60.0
Norway,2009,70.2,90.0,N/A,87.0,50.3,50.5,N/A,88.1,48.6,78.1,89.2,60.0,60.0
Poland,2009,60.3,50.0,N/A,42.0,69.0,42.2,N/A,53.7,59.8,80.8,85.8,60.0,60.0
Portugal,2009,64.9,70.0,N/A,65.0,61.6,35.4,N/A,81.1,40.3,79.9,85.8,70.0,60.0
Romania,2009,63.2,35.0,N/A,37.0,87.0,70.0,N/A,74.9,57.1,75.0,85.8,60.0,50.0
Russia,2009,50.8,25.0,N/A,23.0,78.9,70.6,N/A,54.0,60.0,65.5,60.8,30.0,40.0
"Serbia ",2009,56.6,40.0,N/A,34.0,85.9,46.3,N/A,56.0,70.0,65.8,78.0,40.0,50.0
Slovakia,2009,69.4,50.0,N/A,49.0,84.1,57.4,N/A,73.4,75.3,78.7,85.8,70.0,70.0
Slovenia,2009,62.9,60.0,N/A,66.0,62.9,38.4,N/A,84.5,42.8,78.6,85.8,60.0,50.0
Spain,2009,70.1,70.0,N/A,67.0,58.6,55.3,N/A,76.8,48.3,78.9,85.8,80.0,80.0
Sweden,2009,70.5,90.0,N/A,93.0,35.0,7.3,N/A,95.9,55.5,82.1,85.8,80.0,80.0
Switzerland,2009,79.4,90.0,N/A,90.0,67.5,65.3,N/A,82.9,79.2,83.9,85.4,70.0,80.0
Turkey,2009,61.6,50.0,N/A,41.0,73.2,83.4,N/A,69.9,40.3,71.1,86.6,50.0,50.0
Ukraine,2009,48.8,30.0,N/A,27.0,77.0,39.0,N/A,40.5,52.4,68.1,84.0,30.0,40.0
United Kingdom,2009,79.0,90.0,N/A,84.0,61.0,40.3,N/A,89.8,78.5,80.4,85.8,90.0,90.0
Albania,2008,62.4,30.0,N/A,26.0,90.3,76.0,N/A,55.6,49.5,80.4,75.8,70.0,70.0
Armenia,2008,69.9,35.0,N/A,29.0,89.0,86.4,N/A,81.3,68.2,84.6,85.0,70.0,70.0
Austria,2008,71.4,90.0,N/A,86.0,51.2,25.3,N/A,80.9,73.2,81.4,86.0,70.0,70.0
Azerbaijan,2008,55.3,30.0,N/A,24.0,80.4,82.9,N/A,62.6,58.7,76.5,78.4,30.0,30.0
Belarus,2008,45.3,20.0,N/A,21.0,81.0,55.5,N/A,58.8,68.6,66.2,52.2,20.0,10.0
Belgium,2008,71.7,80.0,N/A,73.0,43.9,17.9,N/A,93.7,71.6,80.4,86.0,90.0,80.0
Bosnia and Herzegovina,2008,53.9,10.0,N/A,29.0,73.7,48.3,N/A,57.2,54.2,76.6,79.8,50.0,60.0
Bulgaria,2008,63.7,30.0,N/A,40.0,82.7,56.0,N/A,68.4,80.6,73.7,86.0,60.0,60.0
Croatia,2008,54.1,30.0,N/A,34.0,68.8,28.0,N/A,58.5,45.5,78.8,87.6,50.0,60.0
Cyprus,2008,71.3,90.0,N/A,56.0,78.2,43.0,N/A,70.0,70.0,85.0,81.0,70.0,70.0
Czech Republic,2008,68.1,70.0,N/A,48.0,71.3,45.6,N/A,64.2,66.1,80.3,86.0,70.0,80.0
Denmark,2008,79.2,90.0,N/A,95.0,35.0,19.8,N/A,99.9,100.0,86.5,86.0,90.0,90.0
Estonia,2008,77.9,90.0,N/A,67.0,86.0,62.0,N/A,85.3,50.7,82.0,86.0,90.0,80.0
Finland,2008,74.6,90.0,N/A,96.0,64.3,29.1,N/A,95.2,46.4,88.5,86.0,70.0,80.0
France,2008,64.7,70.0,N/A,74.0,53.2,13.2,N/A,88.0,56.4,81.2,81.0,60.0,70.0
Georgia,2008,69.2,35.0,N/A,28.0,90.7,81.2,N/A,85.0,100.0,71.4,71.0,70.0,60.0
Germany,2008,70.6,90.0,N/A,80.0,58.4,34.0,N/A,89.9,46.3,81.4,86.0,80.0,60.0
Greece,2008,60.6,50.0,N/A,44.0,65.6,57.8,N/A,70.4,58.8,78.5,81.0,50.0,50.0
"Hungary ",2008,67.6,70.0,N/A,52.0,70.0,26.5,N/A,74.4,70.3,77.2,86.0,80.0,70.0
Iceland,2008,75.8,90.0,N/A,96.0,73.6,46.3,N/A,94.5,67.9,74.8,85.0,60.0,70.0
Ireland,2008,82.5,90.0,N/A,74.0,71.5,64.5,N/A,93.0,81.1,84.9,86.0,90.0,90.0
Italy,2008,62.6,50.0,N/A,49.0,54.3,29.4,N/A,77.0,74.5,80.6,81.0,70.0,60.0
Latvia,2008,68.3,55.0,N/A,47.0,83.4,59.2,N/A,74.8,64.1,73.8,86.0,70.0,70.0
Liechtenstein,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2008,70.9,50.0,N/A,48.0,86.3,68.3,N/A,84.2,57.7,78.5,86.0,70.0,80.0
Luxembourg,2008,74.7,90.0,N/A,86.0,65.4,44.8,N/A,77.3,47.4,79.8,86.0,90.0,80.0
Malta,2008,66.0,90.0,N/A,64.0,61.3,29.1,N/A,70.0,60.0,79.8,86.0,50.0,70.0
Moldova,2008,57.9,50.0,N/A,32.0,83.0,56.9,N/A,69.3,60.7,67.6,79.2,30.0,50.0
Montenegro,2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2008,77.4,90.0,N/A,87.0,51.6,38.2,N/A,88.0,65.8,86.9,86.0,90.0,90.0
North Macedonia,2008,61.1,30.0,N/A,27.0,88.1,61.6,N/A,65.2,60.2,85.5,83.4,50.0,60.0
Norway,2008,68.6,90.0,N/A,88.0,50.3,46.3,N/A,89.1,49.5,76.1,86.2,60.0,50.0
Poland,2008,60.3,50.0,N/A,37.0,68.6,43.5,N/A,54.2,61.3,82.3,86.0,60.0,60.0
Portugal,2008,63.9,70.0,N/A,66.0,61.3,32.6,N/A,80.5,43.1,79.4,86.0,70.0,50.0
Romania,2008,61.7,30.0,N/A,31.0,85.6,70.8,N/A,74.9,56.3,72.5,86.0,60.0,50.0
Russia,2008,49.8,30.0,N/A,25.0,79.2,69.5,N/A,53.7,61.7,64.4,44.2,30.0,40.0
"Serbia ",2008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2008,70.0,50.0,N/A,47.0,89.4,53.9,N/A,69.5,77.1,76.9,86.0,70.0,80.0
Slovenia,2008,60.2,50.0,N/A,64.0,62.4,33.2,N/A,74.1,42.4,79.5,86.0,60.0,50.0
Spain,2008,69.1,70.0,N/A,68.0,54.5,56.2,N/A,77.9,50.2,78.1,86.0,70.0,80.0
Sweden,2008,70.8,90.0,N/A,92.0,32.7,3.9,N/A,95.6,65.0,82.8,86.0,80.0,80.0
Switzerland,2008,79.5,90.0,N/A,91.0,68.0,61.6,N/A,83.9,79.9,83.6,87.2,70.0,80.0
Turkey,2008,59.9,50.0,N/A,38.0,77.7,68.3,N/A,68.3,39.5,70.8,86.8,50.0,50.0
Ukraine,2008,51.0,30.0,N/A,28.0,79.0,43.0,N/A,44.4,53.1,69.9,82.2,30.0,50.0
United Kingdom,2008,79.4,90.0,N/A,86.0,61.2,40.1,N/A,90.8,79.5,80.7,86.0,90.0,90.0
Albania,2007,61.4,30.0,N/A,24.0,87.3,75.1,N/A,64.1,49.7,80.3,73.2,60.0,70.0
Armenia,2007,68.6,30.0,N/A,29.0,89.7,90.8,N/A,80.8,70.3,80.3,85.6,60.0,70.0
Austria,2007,71.6,90.0,N/A,87.0,50.3,24.7,N/A,81.7,70.1,86.0,86.6,70.0,70.0
Azerbaijan,2007,54.6,30.0,N/A,22.0,80.8,79.9,N/A,58.0,60.8,76.8,77.6,30.0,30.0
Belarus,2007,47.0,20.0,N/A,26.0,81.8,60.0,N/A,55.7,68.2,61.5,67.2,20.0,10.0
Belgium,2007,72.5,80.0,N/A,74.0,44.1,26.5,N/A,92.6,70.8,80.5,86.6,90.0,80.0
Bosnia and Herzegovina,2007,54.4,10.0,N/A,29.0,74.9,47.8,N/A,55.4,53.8,82.5,80.2,50.0,60.0
Bulgaria,2007,62.7,30.0,N/A,40.0,82.4,57.8,N/A,70.3,79.8,75.8,70.8,60.0,60.0
Croatia,2007,53.4,30.0,N/A,34.0,69.9,24.4,N/A,54.2,44.5,79.3,87.8,50.0,60.0
Cyprus,2007,71.7,90.0,N/A,57.0,79.4,44.8,N/A,70.0,70.0,84.7,81.6,70.0,70.0
Czech Republic,2007,67.4,70.0,N/A,43.0,69.9,47.1,N/A,61.1,59.7,86.3,86.6,70.0,80.0
Denmark,2007,77.0,90.0,N/A,95.0,34.2,12.8,N/A,94.8,99.9,86.8,86.6,80.0,90.0
Estonia,2007,78.0,90.0,N/A,64.0,84.5,61.8,N/A,79.9,49.7,83.0,86.6,90.0,90.0
Finland,2007,74.0,90.0,N/A,96.0,63.1,23.5,N/A,95.3,45.6,89.9,86.6,70.0,80.0
France,2007,62.1,70.0,N/A,75.0,46.3,13.5,N/A,87.2,56.1,81.0,81.6,50.0,60.0
Georgia,2007,69.3,30.0,N/A,23.0,91.2,88.4,N/A,80.8,99.9,77.8,71.8,60.0,70.0
Germany,2007,70.8,90.0,N/A,82.0,61.4,33.7,N/A,88.9,44.2,81.5,86.6,90.0,50.0
Greece,2007,58.7,50.0,N/A,43.0,62.4,53.4,N/A,69.7,58.0,78.4,81.6,50.0,40.0
"Hungary ",2007,64.8,70.0,N/A,50.0,68.8,26.8,N/A,70.2,68.7,76.6,86.6,70.0,60.0
Iceland,2007,76.0,90.0,N/A,97.0,73.5,41.7,N/A,94.9,66.2,82.9,84.0,60.0,70.0
Ireland,2007,82.6,90.0,N/A,74.0,71.7,65.9,N/A,92.1,80.6,85.3,86.6,90.0,90.0
Italy,2007,62.8,50.0,N/A,50.0,52.8,31.5,N/A,77.0,74.4,80.5,81.6,70.0,60.0
Latvia,2007,67.9,50.0,N/A,42.0,83.9,61.3,N/A,74.5,66.9,74.2,86.6,70.0,70.0
Liechtenstein,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2007,71.5,50.0,N/A,48.0,86.5,70.8,N/A,84.3,57.3,81.1,86.6,70.0,80.0
Luxembourg,2007,74.6,90.0,N/A,85.0,65.3,44.0,N/A,76.9,47.8,80.2,86.6,90.0,80.0
Malta,2007,66.1,90.0,N/A,66.0,61.1,27.7,N/A,70.0,60.0,80.0,86.6,50.0,70.0
Moldova,2007,58.7,50.0,N/A,29.0,85.6,62.8,N/A,68.1,64.4,68.0,79.4,30.0,50.0
Montenegro,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2007,75.5,90.0,N/A,86.0,48.8,34.9,N/A,88.4,62.7,87.2,86.6,90.0,80.0
North Macedonia,2007,60.6,30.0,N/A,27.0,85.0,60.9,N/A,60.1,58.8,90.7,83.4,50.0,60.0
Norway,2007,67.9,90.0,N/A,89.0,50.6,37.6,N/A,91.1,49.0,82.5,89.2,50.0,50.0
Poland,2007,58.1,50.0,N/A,34.0,68.6,44.8,N/A,55.3,61.4,80.3,86.6,50.0,50.0
Portugal,2007,64.0,70.0,N/A,65.0,62.3,35.4,N/A,78.6,41.5,80.4,86.6,70.0,50.0
Romania,2007,61.2,30.0,N/A,30.0,85.9,71.0,N/A,73.2,58.0,69.7,84.0,50.0,60.0
Russia,2007,52.2,30.0,N/A,24.0,79.5,69.5,N/A,62.0,61.5,62.8,62.6,30.0,40.0
"Serbia ",2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2007,69.6,50.0,N/A,43.0,89.5,53.7,N/A,70.7,76.1,76.6,86.6,70.0,80.0
Slovenia,2007,59.6,50.0,N/A,61.0,54.6,30.9,N/A,72.9,41.2,78.9,86.6,70.0,50.0
Spain,2007,69.2,70.0,N/A,70.0,55.2,54.8,N/A,78.0,49.3,78.5,86.6,70.0,80.0
Sweden,2007,69.3,90.0,N/A,92.0,33.1,3.6,N/A,94.2,65.0,83.8,81.4,80.0,70.0
Switzerland,2007,78.0,90.0,N/A,91.0,67.9,59.8,N/A,84.1,77.0,83.5,87.0,70.0,70.0
Turkey,2007,57.4,50.0,N/A,35.0,69.1,62.4,N/A,67.4,38.8,70.1,81.0,50.0,50.0
Ukraine,2007,51.5,30.0,N/A,26.0,83.6,53.2,N/A,43.6,52.8,68.4,77.2,30.0,50.0
United Kingdom,2007,79.9,90.0,N/A,86.0,62.0,42.7,N/A,91.2,79.0,81.3,86.6,90.0,90.0
Albania,2006,60.3,30.0,N/A,25.0,81.2,75.6,N/A,54.3,50.2,84.5,62.4,70.0,70.0
Armenia,2006,70.6,50.0,N/A,31.0,90.0,90.7,N/A,77.6,65.3,80.6,80.6,70.0,70.0
Austria,2006,71.1,90.0,N/A,84.0,50.2,23.2,N/A,82.0,72.7,86.4,82.4,70.0,70.0
Azerbaijan,2006,53.2,30.0,N/A,19.0,80.0,77.8,N/A,56.7,60.4,75.5,72.6,30.0,30.0
Belarus,2006,47.5,30.0,N/A,33.0,78.9,33.2,N/A,54.4,68.2,49.8,67.2,30.0,30.0
Belgium,2006,71.8,90.0,N/A,75.0,42.8,26.8,N/A,90.7,68.4,81.5,82.4,90.0,70.0
Bosnia and Herzegovina,2006,55.6,10.0,N/A,31.0,75.1,47.8,N/A,55.7,54.9,86.1,75.2,50.0,70.0
Bulgaria,2006,64.1,30.0,N/A,41.0,83.2,49.8,N/A,70.5,79.8,80.7,65.8,70.0,70.0
Croatia,2006,53.6,30.0,N/A,35.0,69.6,23.2,N/A,54.5,44.6,81.2,78.4,50.0,70.0
Cyprus,2006,71.8,90.0,N/A,54.0,79.1,48.3,N/A,70.0,70.0,84.4,82.4,70.0,70.0
Czech Republic,2006,66.4,70.0,N/A,42.0,68.8,36.8,N/A,57.8,60.3,85.9,82.4,70.0,90.0
Denmark,2006,75.4,90.0,N/A,95.0,35.5,9.3,N/A,94.6,99.9,87.2,82.4,70.0,90.0
Estonia,2006,74.9,70.0,N/A,60.0,83.8,57.4,N/A,81.9,49.3,84.7,82.4,90.0,90.0
Finland,2006,72.9,90.0,N/A,97.0,61.9,24.4,N/A,95.4,47.4,90.8,82.4,70.0,70.0
France,2006,61.1,70.0,N/A,71.0,46.6,11.2,N/A,88.0,56.5,85.6,82.4,50.0,50.0
Georgia,2006,64.5,30.0,N/A,20.0,94.1,90.8,N/A,73.9,73.6,75.2,67.6,50.0,70.0
Germany,2006,70.8,90.0,N/A,82.0,60.8,31.7,N/A,89.1,44.4,87.1,82.4,90.0,50.0
Greece,2006,60.1,50.0,N/A,43.0,61.0,53.9,N/A,73.2,58.6,78.7,82.4,50.0,50.0
"Hungary ",2006,65.0,70.0,N/A,48.0,68.2,27.1,N/A,70.8,69.5,74.3,82.4,70.0,70.0
Iceland,2006,75.8,90.0,N/A,95.0,73.7,32.0,N/A,95.1,65.4,88.8,78.2,50.0,90.0
Ireland,2006,82.2,90.0,N/A,75.0,72.0,64.7,N/A,93.7,79.6,84.4,82.4,90.0,90.0
Italy,2006,62.0,50.0,N/A,48.0,52.0,29.1,N/A,78.4,74.6,85.2,82.4,70.0,50.0
Latvia,2006,66.9,50.0,N/A,40.0,83.5,51.0,N/A,75.0,66.6,80.8,82.4,70.0,70.0
Liechtenstein,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2006,71.8,50.0,N/A,46.0,82.9,63.9,N/A,85.2,57.1,90.4,82.4,70.0,90.0
Luxembourg,2006,75.3,90.0,N/A,84.0,65.7,36.8,N/A,76.9,51.4,85.7,82.4,90.0,90.0
Malta,2006,67.3,90.0,N/A,68.0,62.2,35.4,N/A,70.0,60.0,85.0,82.4,50.0,70.0
Moldova,2006,58.0,50.0,N/A,23.0,81.9,66.1,N/A,67.4,63.4,68.4,79.4,30.0,50.0
Montenegro,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2006,75.4,90.0,N/A,87.0,48.0,29.1,N/A,87.5,62.9,86.6,82.4,90.0,90.0
North Macedonia,2006,59.2,30.0,N/A,27.0,80.4,65.1,N/A,54.4,56.4,90.3,68.8,50.0,70.0
Norway,2006,67.9,90.0,N/A,89.0,50.8,34.9,N/A,91.4,50.6,88.7,84.2,50.0,50.0
Poland,2006,59.3,50.0,N/A,35.0,68.7,39.5,N/A,56.5,61.2,79.6,82.4,50.0,70.0
Portugal,2006,62.9,70.0,N/A,63.0,64.0,29.7,N/A,73.3,42.2,84.4,82.4,70.0,50.0
Romania,2006,58.2,30.0,N/A,29.0,87.5,68.9,N/A,74.6,57.5,66.6,68.4,50.0,50.0
Russia,2006,52.4,30.0,N/A,28.0,90.8,63.5,N/A,59.7,61.8,68.0,62.6,30.0,30.0
"Serbia ",2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2006,69.8,50.0,N/A,40.0,89.5,52.5,N/A,69.3,76.7,77.8,82.4,70.0,90.0
Slovenia,2006,61.9,50.0,N/A,60.0,64.0,44.3,N/A,75.1,41.6,81.7,82.4,70.0,50.0
Spain,2006,68.2,70.0,N/A,71.0,55.3,50.5,N/A,78.7,50.0,83.9,82.4,70.0,70.0
Sweden,2006,70.9,90.0,N/A,92.0,33.2,2.2,N/A,96.1,65.1,87.7,82.4,90.0,70.0
Switzerland,2006,78.9,90.0,N/A,91.0,73.4,61.1,N/A,85.0,77.1,89.6,82.0,70.0,70.0
Turkey,2006,57.0,50.0,N/A,32.0,68.0,68.1,N/A,66.7,39.1,64.7,81.0,50.0,50.0
Ukraine,2006,54.4,30.0,N/A,22.0,90.2,75.8,N/A,43.1,53.2,72.9,77.2,30.0,50.0
United Kingdom,2006,80.4,90.0,N/A,86.0,62.3,43.5,N/A,91.5,81.1,86.7,82.4,90.0,90.0
Albania,2005,57.8,30.0,N/A,25.0,83.3,71.0,N/A,55.0,49.0,85.0,60.2,70.0,50.0
